"Town/County","FIPS","Year","Category","Measure Type","Variable","Value"
"Berlin","0900304300","2010","Government","US Dollars","Annual Average Wage",51531
"Berlin","0900304300","2012","Government","Number","Annual Average Employment",854
"Berlin","0900304300","2014","All Industries","US Dollars","Annual Average Wage",57768
"Berlin","0900304300","2015","All Industries","Number","Number of Employers",728
"Berlin","0900304300","2005","Government","Number","Annual Average Employment",767
"Berlin","0900304300","2012","All Industries","Number","Annual Average Employment",11448
"Berlin","0900304300","2008","Government","Number","Annual Average Employment",849
"Berlin","0900304300","2008","All Industries","US Dollars","Annual Average Wage",53632
"Berlin","0900304300","2007","Government","Number","Annual Average Employment",816
"Berlin","0900304300","2008","Government","Number","Number of Employers",16
"Berlin","0900304300","2009","Government","Number","Number of Employers",20
"Berlin","0900304300","2011","All Industries","Number","Number of Employers",709
"Berlin","0900304300","2014","Government","Number","Annual Average Employment",863
"Berlin","0900304300","2009","All Industries","Number","Annual Average Employment",12095
"Berlin","0900304300","2010","Government","Number","Annual Average Employment",859
"Berlin","0900304300","2010","All Industries","US Dollars","Annual Average Wage",54623
"Berlin","0900304300","2008","All Industries","Number","Annual Average Employment",12586
"Berlin","0900304300","2004","All Industries","US Dollars","Annual Average Wage",45661
"Berlin","0900304300","2004","Government","Number","Number of Employers",17
"Berlin","0900304300","2011","Government","Number","Number of Employers",21
"Berlin","0900304300","2014","All Industries","Number","Number of Employers",726
"Berlin","0900304300","2014","Government","Number","Number of Employers",21
"Berlin","0900304300","2004","Government","US Dollars","Annual Average Wage",46304
"Berlin","0900304300","2010","Government","Number","Number of Employers",21
"Berlin","0900304300","2009","Government","Number","Annual Average Employment",815
"Berlin","0900304300","2010","All Industries","Number","Annual Average Employment",11318
"Berlin","0900304300","2014","Government","US Dollars","Annual Average Wage",53051
"Berlin","0900304300","2008","Government","US Dollars","Annual Average Wage",50685
"Berlin","0900304300","2012","Government","Number","Number of Employers",21
"Berlin","0900304300","2007","Government","US Dollars","Annual Average Wage",48791
"Berlin","0900304300","2013","Government","US Dollars","Annual Average Wage",52491
"Berlin","0900304300","2007","Government","Number","Number of Employers",16
"Berlin","0900304300","2005","All Industries","Number","Annual Average Employment",11389
"Berlin","0900304300","2004","All Industries","Number","Number of Employers",669
"Berlin","0900304300","2014","All Industries","Number","Annual Average Employment",11536
"Berlin","0900304300","2011","All Industries","US Dollars","Annual Average Wage",54705
"Berlin","0900304300","2013","Government","Number","Number of Employers",21
"Berlin","0900304300","2004","All Industries","Number","Annual Average Employment",11379
"Berlin","0900304300","2004","Government","Number","Annual Average Employment",752
"Berlin","0900304300","2013","Government","Number","Annual Average Employment",851
"Berlin","0900304300","2007","All Industries","US Dollars","Annual Average Wage",51541
"Berlin","0900304300","2008","All Industries","Number","Number of Employers",728
"Berlin","0900304300","2006","Government","US Dollars","Annual Average Wage",45974
"Berlin","0900304300","2007","All Industries","Number","Number of Employers",724
"Berlin","0900304300","2005","All Industries","US Dollars","Annual Average Wage",46159
"Berlin","0900304300","2012","Government","US Dollars","Annual Average Wage",51505
"Berlin","0900304300","2015","Government","Number","Annual Average Employment",867
"Berlin","0900304300","2015","All Industries","Number","Annual Average Employment",11693
"Berlin","0900304300","2013","All Industries","US Dollars","Annual Average Wage",56140
"Berlin","0900304300","2006","All Industries","Number","Annual Average Employment",11627
"Berlin","0900304300","2010","All Industries","Number","Number of Employers",711
"Berlin","0900304300","2012","All Industries","Number","Number of Employers",728
"Berlin","0900304300","2005","Government","US Dollars","Annual Average Wage",47182
"Berlin","0900304300","2007","All Industries","Number","Annual Average Employment",12012
"Berlin","0900304300","2006","All Industries","US Dollars","Annual Average Wage",48035
"Berlin","0900304300","2011","Government","Number","Annual Average Employment",824
"Berlin","0900304300","2015","Government","US Dollars","Annual Average Wage",55628
"Berlin","0900304300","2009","Government","US Dollars","Annual Average Wage",53676
"Berlin","0900304300","2005","Government","Number","Number of Employers",17
"Berlin","0900304300","2006","Government","Number","Annual Average Employment",821
"Berlin","0900304300","2013","All Industries","Number","Number of Employers",722
"Berlin","0900304300","2013","All Industries","Number","Annual Average Employment",11623
"Berlin","0900304300","2009","All Industries","US Dollars","Annual Average Wage",54726
"Berlin","0900304300","2006","All Industries","Number","Number of Employers",707
"Berlin","0900304300","2006","Government","Number","Number of Employers",17
"Berlin","0900304300","2011","Government","US Dollars","Annual Average Wage",50931
"Berlin","0900304300","2015","All Industries","US Dollars","Annual Average Wage",57018
"Berlin","0900304300","2011","All Industries","Number","Annual Average Employment",11233
"Bethany","0900904580","2009","All Industries","Number","Number of Employers",129
"Bethany","0900904580","2008","Government","US Dollars","Annual Average Wage",51889
"Bethany","0900904580","2010","Government","Number","Annual Average Employment",256
"Bethany","0900904580","2007","Government","Number","Annual Average Employment",275
"Bethany","0900904580","2015","Government","Number","Number of Employers",10
"Bethany","0900904580","2010","Government","Number","Number of Employers",10
"Bethany","0900904580","2010","All Industries","Number","Annual Average Employment",1041
"Bethany","0900904580","2012","All Industries","Number","Annual Average Employment",1092
"Bethany","0900904580","2009","Government","Number","Number of Employers",10
"Bethany","0900904580","2010","Government","US Dollars","Annual Average Wage",54356
"Bethany","0900904580","2012","Government","Number","Number of Employers",10
"Bethany","0900904580","2004","Government","Number","Number of Employers",11
"Bethany","0900904580","2007","All Industries","Number","Annual Average Employment",1115
"Bethany","0900904580","2008","All Industries","Number","Number of Employers",132
"Bethany","0900904580","2009","All Industries","Number","Annual Average Employment",1007
"Bethany","0900904580","2013","All Industries","Number","Annual Average Employment",1111
"Bethany","0900904580","2004","Government","US Dollars","Annual Average Wage",46313
"Bethany","0900904580","2014","All Industries","Number","Annual Average Employment",1173
"Bethany","0900904580","2004","All Industries","US Dollars","Annual Average Wage",41081
"Bethany","0900904580","2008","Government","Number","Annual Average Employment",262
"Bethany","0900904580","2015","Government","Number","Annual Average Employment",251
"Bethany","0900904580","2011","Government","Number","Number of Employers",10
"Bethany","0900904580","2014","Government","Number","Annual Average Employment",256
"Bethany","0900904580","2005","Government","Number","Annual Average Employment",286
"Bethany","0900904580","2009","Government","US Dollars","Annual Average Wage",52306
"Bethany","0900904580","2008","All Industries","Number","Annual Average Employment",1065
"Bethany","0900904580","2013","Government","Number","Annual Average Employment",260
"Bethany","0900904580","2008","All Industries","US Dollars","Annual Average Wage",50953
